REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
3191,Trip Advisor,Saradeva2014,7/25/16,Clean and professionally managed temple,"The architecture is what mesmerizes you. Even though its been more than 15yrs since it was built, the view from the top temple reminds me of the Bangalore then. A must visit if you are in Bangalore and trying to explore the city.",5,POSITIVE
3188,Trip Advisor,Srikijames,7/25/16,Beautifully built temple,"ISKCON Hare Krishna temple in Rajajinagar is a must visit place for the spirituals.Immerse yourself in the mantra chanting in the main temple.The unique way of putting God to sleep at 8.15 PM is a must,great experience.Great delicacies too in their Kitchen,though it may take away from the feeling of a Temple.",4,POSITIVE
3194,Trip Advisor,Sudarshan T,7/25/16,Feel at Peace,It is good and serenity visit place is very nice the feeling is divine the crowd is decent when you enter in you feel not to come out,5,POSITIVE
3193,Trip Advisor,Venkatesh S,7/25/16,Shri Krishna Darshana,Nice place of worship. Been a member since a very long time.,4,POSITIVE
3432,Google + HK HILL,Anagh Deshpande,7/26/16,NA,Well maintained,4,POSITIVE
3434,Google + HK HILL,Chandra Sekhar,7/26/16,NA,"Very well organised, trouble free darshan, Gifts shops are abundant with religious gifts & books. Prasadam stalls are filled with mouth watering varieties...",5,POSITIVE
3197,Trip Advisor,lravic,7/26/16,During Festival Time,"For typical experience of Hindu temple festivities with several activities going on all around you. Bhajans, Darshana of deities, Pooja, meditation, spiritual audio, books ,pictures incense colourful idols sales, vast varieties of food offered as Prasad of the Lord. Multitude of people from all parts of India. There is a ordinary restaurant and an upmarket restaurant serving sattvic food with devotional music. Great location on a small hillock with ample parking space. Nice colourful fountains and well lit pathways. Overall a wonderful experience !",5,POSITIVE
3196,Trip Advisor,ramjiarudra,7/26/16,Food for soul and body,Piece full,4,POSITIVE
3433,Google + HK HILL,Sathish Mj,7/26/16,NA,Good place if you are religious.,5,POSITIVE
3436,Trip Advisor,Chetan Naik,7/27/16,NA,Wonderful time to spend our important days like my daughters birthday as well as our wedding day... great occassion with great place to celebrate this with Lord Krishna's blessings !!! Prasad of Krishna -- No Match - it was excellant,3,POSITIVE
3202,Trip Advisor,RamaraoKalose,7/27/16,Great Blessing from Krishna on our Weeding Day and my Daughters Birthday too!!!,"Iskcon temples are there in most part of India. Having been to most of the Iskcon temples in India, bangalore one's is with a big space and very well maintained. Very peaceful and organised.",4,POSITIVE
3198,Trip Advisor,ReetaKarki,7/27/16,Feeling peaceful!,Will not compare it with other Iskons but you can visit this place with family. The food lane after temple visit is tempting. Also prasada offered is also pretty decent. All in all you can visit this when your parents and relatives are in town,5,POSITIVE
3200,Trip Advisor,RupaliGurani,7/27/16,One of the popular places of Bangalore,Will not compare it with other Iskons but you can visit this place with family. The food lane after temple visit is tempting. Also prasada offered is also pretty decent. All in all you can visit this when your parents and relatives are in town,3,POSITIVE
3201,Trip Advisor,RupaliGurani,7/27/16,One of the popular places of Bangalore,"The ultimate place in Bangalore ,located in yeshwanthpur .I like it and i frequently go there",3,POSITIVE
3435,Google + HK HILL,Sainath Seoleadanalyst,7/27/16,NA,This is a great temple run by Westerners who are true believers in Hindu deity. It clean neat peaceful good place to mediate or just sit there,5,POSITIVE
3199,Trip Advisor,Vivek N,7/27/16,It is an interesting place especially because it is so clean and calm,Otherworldly vibrations throuout the sanctuary. Over all excellent experience 2 eateries inside. Free annadana prasadam full dinners in evening. Kichdi prasadam constantly accessible,2,POSITIVE
3206,Trip Advisor,???? ?,7/28/16,A well maintained temple,The ambience of the huge temple makes one feel divine and the chores make you feel devoted to Lord krishna. Praying redefined!,5,POSITIVE
3203,Trip Advisor,chvkarthick,7/28/16,Modernised Temple,"A beautiful temple of Krishna..temples for all the avatars of Vishnu,the permanent broadcast of the chanting of 'HareRamaHareKrishna' makes one drawn towards God...marble steps, beautiful architecture,the paintings is all splendid.The way they allow the people to move in a proper way makes it very pleasant.The sanctum of the gods beautifully decorated.There are small stalls where one can buy sweets,prasad,etc all made in the temple kitchen! Plenty of divine books of Krishna are available in all languages, must buy are little Krishna t shirts Kurta's for kids,There are souvenirs to buy.usualy a good prasadam is given it's simple and tasty.There is a veg restaurant where food ,snacks are available.Ample parking space is available.One can become member and you get some special privileges like you can go for special pujas on yr birthday, anniversary etc.Outside the fountain etc all are well maintained.It takes a special form as evening approaches,the lights etc gives it a magical mystical divine feeling!.",5,POSITIVE
3205,Trip Advisor,Malakasi,7/28/16,Divinity in all its splendour!!,"Must visit place in Bangalore visit, good place to visit with parents and relatives. Very calm and clean temple maintained by westerns, you will listen chants of Hare krishna hare rama all over the temple. The prasada is very tasty specially that Pongal, you have some shops for shopping and you will get different kinds of food stalls. I started visiting this temple from 2010.",4,POSITIVE
3204,Trip Advisor,Santosh J,7/28/16,ISKCON,"I don't like the shopping area being there in the temple.. It make it a market selling, cake , samosa etc",4,POSITIVE
3437,Google + HK HILL,Sriraj Malur Srinivasa,7/28/16,NA,Good place for a devotional retreat. They often conduct programs on YOGA.,3,NEGATIVE
3438,Google + HK HILL,A V H S P RAO,7/29/16,NA,"We visited on a Saturday afternoon, so it was quite crowded. The main entrance to the temple is free, but they will try to heavily sell you on a VIP ticket that lets you bypass the lines. We opted for the free entrance and didn't have too much wait. Be prepared to have the correct attire...no shorts allowed. They will give you appropriate cover up if you do wear shorts, with the appropriate deposit. The main temple is quite ornate with the golden alter, and many devotees sitting on the floor in the middle of the temple reciting the Hare Krishna mantra. Once you exit the main temple, you will enter the highly commercialize maze of marketplace stalls and food vending...seeming endless at times. You'll exit the temple with a handout of a free bowl of hot food, which was actually quite tasty. Aside from the loudspeakers on a continuous loop of the mantra, it was an overall interesting experience in Indian culture...but clearly a money making site for the Hare Krishna.",4,POSITIVE
3208,Trip Advisor,Reagan10,7/29/16,"Interesting, but very commercialized","Nicely maintained temple, very good ambience and clean area, many food counters, great place to visit while in Bangalore",3,MIXED
3207,Trip Advisor,turare,7/29/16,Nice Temple,Surely not a temple of utmost devotional flavour ... Highly disappointed ... The temple concentrates more on their shopping area than on the devotional area ...,4,POSITIVE
3209,Trip Advisor,Bharath R,7/30/16,Did not feel devotional at all,"As I was walking through this temple premises, I was amazed and overawed at the amount of investment, hard work and dedication by some people, resulting in this great Krishna Temple. Every thing about this temple is nice which is a must visit place for any one who visits bangalore. The maintenance and upkeep is immaculate. Well trained organised devotees are there everywhere to guide us. The main deity Krishna with Radha is a delight to dharshan or see. Unlike the TRADITIONAL TEMPLES IN INDIA, MAINLY SOUTH INDIA , there are not many restrictions except that you should not enter with foot wear and Photography not allowed in the main sanctum. But to be very honest, I did not get the same vibrations here as I normally get in the traditional temples of South India. may be, I am wrong, I don't know. Or may be I looked at it as a tourist. There are so many counters inside selling many items connected with the temples, such as books, photos, dolls, sculptures, sweets, snacks and many more decorative items for house.",3,NEGATIVE
3211,Trip Advisor,GajarajanS,7/30/16,"The most beautiful and well maintained Krishna temple in India, A must visit","ISKCON Temple Bangalore is ideal for families who are visiting Bangalore - it is a must visit place, having access by steps or directly by road-there are lots of activities & it is recommended to review the time table available online.",5,POSITIVE
3212,Trip Advisor,Jyotish Warrier,7/30/16,Spiritual Bliss,Lovely place,5,POSITIVE
3440,Google + HK HILL,Nilesh Ambekar,7/30/16,NA,"Nicely maintained temple,v very good ambience and clean area,many food counters great palace . please visit while in ...",5,POSITIVE
3439,Google + HK HILL,praveen kumar,7/30/16,NA,"ISKCON Bangalore is a multi-storied, huge temple. Similar to the other Hare Krishna temples, you will get to see mesmerizing depictions of Hindu gods & goddesses; the environment is filled with the Hare Krishna chants reverberating throughout the temple complex. The temple is generally quite crowded on weekends; you should plan ~2-2.5hrs to cover the temple. Do check out the timings of the temple before planning a visit. Arti at the temple is an amazing experience that you may not want to miss. Prasad, and food, is delicious (like most ISKCON temples).",5,POSITIVE
3210,Trip Advisor,sgarg19,7/30/16,wonderful religious experience,Very peaceful and beautiful place,4,POSITIVE
3442,Google + HK HILL,bhavana rushi,7/31/16,NA,Cheating and making money in name of god,5,POSITIVE
3443,Google + HK HILL,Kasturi Kannada Clash of clans,7/31/16,NA,Spiritual heaven on earth,2,NEGATIVE
3444,Google + HK HILL,Partner 8a83854d-b2d6-461f-9e1b-97dea280e62e,7/31/16,NA,The perfect place for perfect Spiritual knowledge..Must visitable place however Very crowded on weekends and holidays.,5,POSITIVE
3441,Google + HK HILL,SURI ACHYUT,7/31/16,NA,isckon temple is one of the wonderful and golden temple and excellent around the world. i really appreciated this temple.,4,MIXED
3214,Trip Advisor,hotel841,8/1/16,ISKCON WONDERFUL TEMPLE,"Such a nice temple, there is lots of things u can c, when ever I come in bangalore at list one time I have to come here",5,POSITIVE
3213,Trip Advisor,vjgdgjnbcxd,8/1/16,Super,Awsome..,5,POSITIVE
3445,Google + HK HILL,?HÁ?ØW G,8/2/16,NA,"I visited this place on a weekend and my review might just be a little tainted due to the weekend rush. I love temples and architecture. I like the serenity and the peace. But ISKCON temple was too crowded and I was left a little worked up. It was a Saturday and I had visitors from another country interested in going to ISKCON so we planned and left Koramangala at 11.00am. By the time we reached the location it was nearing 2.30pm. I would blame this time laps on weekend rush. Then we went in to the temple from one side after buying the tickets. The structure was plain white. And it looked more plain and angular then the usual structural beauty of Indian temples. We took the tour and I tried to absorb as much as i can but frankly speaking I was just waiting to leave due to the crowd. we finally managed to reach the place where they serve food. By the time we got out of the temple it was a tiring experience. May be next time I would go on a weekday, that might solve the crowd issue.",5,POSITIVE
3215,Trip Advisor,Tazeen S,8/2/16,"Visit as a tourist""","Awesome, Peace & Prosperity,",3,NEUTRAL
3447,Google + HK HILL,Dinesh Jaiswal,8/3/16,NA,"The idols in the temple are beautifully decorated, and its a must-do-once place in bangalore, you can learn and pick up a lot of books on Krsna, and Gita, etc.",5,POSITIVE
3216,Trip Advisor,jyotsna r,8/3/16,"If you are looking for a quiet and calm place, this is not it.",Soul touching Bajans and pleasant m music during our visit to temple. Free prasad was a bonus with hot kitchidi. I was almost full and could not take free lunch in there Annadan Hall.My family were happy to get God's food. Shall plan my next visit with my old friends and their families. There can be improvement in cooking fresh stock of food in sales counters. Free food is fresh and tastier than sales counters. There is an exception with their higher taste restaurant. They serve Good no of items. But it is not meant for any middle class family.,3,POSITIVE
3217,Trip Advisor,kartheek2016,8/3/16,Memorable experience.,Best place in Bangalore for Peace.,5,POSITIVE
3446,Google + HK HILL,Sarath Tunuguntla,8/3/16,NA,"ISKON Temple situated in Mahalakshmi Layout off West of Chord Road, Bangalore has become one of the most sought after tourist attractions in Bangalore after the legendary Lalbagh and Cubbon Park gardens. The beauty of this temple is that it offers entry to persons of all religions and faiths",5,POSITIVE
3219,Trip Advisor,KarthikA72016,8/4/16,HARE KRISHNA,Aesthetic and calm. Must visit place in Bangalore. Doesn't matter if you believe in spirituality. Give it a try,4,POSITIVE
3218,Trip Advisor,Senthil K,8/4/16,Nice place to visit,Didnt felt spiritual here. Seems like only business is in the mind of people who are in the temple. I would say its a Business Center.,4,POSITIVE
3220,Trip Advisor,Atma R,8/5/16,Just Seems Business,This is one of the holy place in Bengalore. It will attract the visitors more. This is one of the nice place must go in Bengalore.,2,NEGATIVE
3221,Trip Advisor,jaya1402016,8/5/16,Must watch this palce in Bengalore,"Good place to visit. That temple is maintained well. The members of the temple have well behavior. And the Prasad is awesome. Inside the temple, You can buy different types of sweet and the quality also good. And also can buy books from the stall about load Krishna and other goddesses.",5,POSITIVE
3222,Trip Advisor,Subhankar M,8/5/16,Awesome place to visit,"Great spiritual place with ""Aarti"" sung every evening. Went with a friend's family. It was a great experience. Mainta...",5,POSITIVE
3448,Google + HK HILL,Anuj Duggal,8/6/16,NA,The single peaceful place in Bangalore. This is a temple of lord krishna and radha.,5,POSITIVE
3449,Google + HK HILL,Ketan anand,8/6/16,NA,"When you enter, you will find a old guy with long Tilak on his forehead. He is a good sales man. He will show you 3 different prasad scheme. If you refuse to select anyone of that scheme then you have to go to general line, which will take 1-2hrs to reach main temple, up on hill. But I had choose Rs.300 scheme, which offers you following things 1) 2 ladoos as prasad, which you can bring with you and can share with your family/frinds. 2) they will give you Rs.80 coupon. If you want to buy from bookstall then this will be use as redeem coupon on total bill. 3) you will be a part of Aarti. 4) You will be in VIP line. Which only take 20 min to reach main temple. I was convinced by last point only all other are like accessories. This was their business part. Now when you enter to main temple, suddenly your behavior and mind will change. Atmosphere is pleasant. Photography is not allowed so .. I liked thier Bhajans so instead of buying books I bought CDs for Bhajans . I recommend to choose any offer of that sales man.",4,POSITIVE
3225,Trip Advisor,Pithva_Rajan,8/6/16,Mix review,"Clean and Beautiful place with Peace. Post darshan, we all directed towards IISC - one of the best collage campus.",3,MIXED
3223,Trip Advisor,Piyush K,8/6/16,Peaceful,Place to find true happiness and spirituality,4,POSITIVE
3450,Google + HK HILL,Shreshta Rupa Dasa,8/6/16,NA,Awosme place for Peace of mind and enjoyment..,5,POSITIVE
3453,Google + HK HILL,Dewesh Tripathi,8/7/16,NA,"As a matter of fact the place stands for its pleasant atmosphere, a verity kind of sweets available over there, i would recommend to visit and experience it at least once.",5,POSITIVE
3226,Trip Advisor,Dhanu S,8/7/16,A place to Visit,A modern temple. The ambience is good.,5,POSITIVE
3451,Google + HK HILL,Rajan SK,8/7/16,NA,Good Temple in Bangalore,3,POSITIVE
3452,Google + HK HILL,Rajashekar Ambarkhane,8/7/16,NA,"very calm place and must visit atleast once, very well maintained and its too cool within the temple premises",5,POSITIVE
3227,Trip Advisor,Srilaxmi D,8/7/16,Cool place to visit,"Temple is really great.... U can eat varieties snacks,lunch....get lots of souvenirs from temple in Krishna's life...it's good to have in kids versions.... Kids will enjoy and learn our gods also...",4,POSITIVE
3228,Trip Advisor,arindam m,8/8/16,Peaceful....,very good Hindu temple,5,POSITIVE
3454,Google + HK HILL,Ritesh sahu,8/8/16,NA,Ever seen biggest iskon temple.,4,POSITIVE
3455,Google + HK HILL,Vishal Chaudhary,8/8/16,NA,"Nicely put together, clean, good for both hindus and non-hindus. Well organized, very busy, Staff is very courteous",5,POSITIVE
3230,Trip Advisor,bigchet,8/9/16,Very nice,Good peaceful religious place. Love the environment and clean place. Do miss to walk the 108 steps chanting. Really n...,5,POSITIVE
3457,Google + HK HILL,Chandramouli Subrahamanayan,8/9/16,NA,"One of the best places to visit in Bangalore. You will love this temple and the god's statue. and best place to do a meditation in front of lord Krishna.. By seeing Krishna you will get mesmerized with him.. It's just an amazing feeling. one should not miss this place, if you are visiting to bangalore.. Peace, breeze and pleasant atmosphere. It stands on Hare Krishna Hill in Mahalakshmi layout Bangalore. The members/devotees of the temple have well behavior and so kind to response.",4,POSITIVE
3231,Trip Advisor,KarthickBabuK,8/9/16,You will be amazed when you are here...,Peaceful and clean Temple complex. Elders have to take into account of climbing lots of stairs. Might become tiresome...,5,POSITIVE
3456,Google + HK HILL,Ramprasad Ramachandran,8/9/16,NA,This is A very popular Temple in the heart of the city in Yeshwantpur-West of chord road junction. It can be reached by Metro or bus. Crowded most of the time but worth a visit.,4,POSITIVE
3229,Trip Advisor,TravelFreak247,8/9/16,A very popular Temple in the heart of the city,If in Bangalore make sure for once to be here for evening Shayana Arati (Around 8:00 pm) singing and dancing is nice. Good place to be with family.,4,POSITIVE
3224,Trip Advisor,bharathponna,8/10/16,Good Place to be amazed,Very beautiful temple.. Evening aarti and palki is beautiful.. Must visit once..prasadam is also delicious,5,POSITIVE
3232,Trip Advisor,Gyanesh G,8/10/16,Must vist,Best place for workship,5,POSITIVE
3459,Google + HK HILL,sahil jogi,8/10/16,NA,Awesome place I love it,5,POSITIVE
3458,Google + HK HILL,Sonali Singh,8/10/16,NA,Peaceful,4,POSITIVE
3460,Google + HK HILL,Adarsh Kharvi,8/11/16,NA,"Temple has all sorts of facility for stay, Food, all proper queue maintained, they serve free lunch also. Temple architecture is very good.",5,POSITIVE
3235,Trip Advisor,diptiranjan012,8/11/16,Very Good,very big one. they are offering daily free meals for everyone. that's great.,4,POSITIVE
3461,Google + HK HILL,harsha vardhan reddy,8/11/16,NA,"It was different experience for me. Its totally preferred for believers The main issue I found is that, we have to wait for long time to get in and every sectors.",3,POSITIVE
3234,Trip Advisor,rinees_arki,8/11/16,Iconic temple in Bangalore,"Sometimes you need to visit certain place for public demand. This visit one of such a kind. Being a Baisnav (Followers to Krishna) family this temple holds a special place for my family. Photography is not allowed inside the temple. All modern amenities are available, parking is available. Inside temple ambiance is good. Food is available; also you will get many souvenirs as per your choice. The temple is quite clean.",3,POSITIVE
3233,Trip Advisor,Sinjini01,8/11/16,Nothing Special :: But definately must visit if you seek Lord Krishna's blessing,The ISKON temple in Bangalore is one of the better temples in South India dedicated to Lord Krishna. Being a Life Member you have a direct access without having to wait in the long queues at this magnificent temple for the Lord . The devotees at ISKON run the temple on a volunteer basis and very often people who have been in important positions and jobs have given up their material life to devote themselves to be volunteers in this organization. Their free food Scheme called Akshayapatra delivers thousands of meals to needy children across different parts of Bangalore all managed by the devotees making it one of the biggest such endeavors in the world as it is run for 365 days a year without any break.,3,POSITIVE
3237,Trip Advisor,AJITGCMG,8/12/16,A very calming experience in Bangalore,Love it,5,POSITIVE
3462,Google + HK HILL,anjananagendra t,8/12/16,NA,"Huge temple, well maintained.Very popular tourist destination of Bangalore. If you are a devotee of Lord Sri Krishna can't give a miss.",5,POSITIVE
3236,Trip Advisor,rajeshvenkitaraman,8/12/16,Iskcon ....,"New age capitalistic religion brand head office. Hope we learn to see, respect, love the krishna in every hearts of o...",5,POSITIVE
3465,Google + HK HILL,Banu Prakash A S,8/13/16,NA,"The facility is well organized, you get at the entrance almost imposed a ticket, but the entrance is free. Only if you want on the ""fast track"" through the temple, you have to pay admission. But that is not necessary at night, there's not so much going on ... You go through the temple and then you have to still struggle through countless shops / stalls and I felt a bit like IKEA, but stop without abbreviation ... Am end is still offered something to eat, but since everyone should decide for themselves whether to accept it and tried. I do not have it, which was no problem. Clearly, as in all temples here you go barefoot, are the shoes from the entrance and bring it at the end of the tour again. So it's also a good idea to have wipes while ...",1,NEGATIVE
3238,Trip Advisor,Besucher161,8/13/16,"Interestingly Temple, recommended, but very commercial",The ISKCON temple in Bangalore is maintained very well. Poojas and rituals are done in style and as per scriptures. Food on the campus is well prepared and tasty. The temple idols are very beautiful and well decorated. There are few rooms for ISKCON members to stay too but these rooms are to be booked well in advance. They also conduct several classes on Spiritual issues.,4,MIXED
3253,Trip Advisor,DevAvadhani,8/13/16,One of the best ISKCON temple in India,Hare ram..,5,POSITIVE
3463,Google + HK HILL,DurgaSaran Kar,8/13/16,NA,We went to ISKCON on july with family. It is a lovely and peaceful place to visit with family. It's some long distance from the city. But it is super place,4,POSITIVE
3239,Trip Advisor,Jagadeesh112,8/13/16,Trip to ISKCON,ISKCON temples what they're we all know. What's different here. Well it's situated near to Orion Mall and Sheraton hotel. The well organised structure starts right when you enter it. From footwear counter to main temple complex all are well organised. First one gets to entrance with 108 petals where one is required to chant a mantra to reach entrance of temple. Alternate direct route is there from left too. First idol is of Narsingh God. After this is another idol and then you enter the main complex. The paintings on terrace and the chandelier is absolutely beautiful. The main idol of Krishna God is placed here. On exiting you'll be routed through their magazine section. While climbing down is a small tuckshop where one can buy sweets. Below this floor is beautiful carvings for different stages of human. Then again some shops. In next floor again some food stuff and shopping. In next floor again food stuff this time sweets like jalebi too. Then you'll see restaurant. Then there's exit. In all really good temple with lots of food options for visitors.,5,POSITIVE
3240,Trip Advisor,Puneet S,8/13/16,Grand temple with greatly organised facility,ISKCON temples what they're we all know. What's different here. Well it's situated near to Orion Mall and Sheraton hotel. The well organised structure starts right when you enter it. From footwear counter to main temple complex all are well organised. First one gets to entrance with 108 petals where one is required to chant a mantra to reach entrance of temple. Alternate direct route is there from left too. First idol is of Narsingh God. After this is another idol and then you enter the main complex. The paintings on terrace and the chandelier is absolutely beautiful. The main idol of Krishna God is placed here. On exiting you'll be routed through their magazine section. While climbing down is a small tuckshop where one can buy sweets. Below this floor is beautiful carvings for different stages of human. Then again some shops. In next floor again some food stuff and shopping. In next floor again food stuff this time sweets like jalebi too. Then you'll see restaurant. Then there's exit. In all really good temple with lots of food options for visitors.,5,POSITIVE
3252,Trip Advisor,Puneet S,8/13/16,Grand temple with greatly organised facility,A blessing for Shri Krishna disciples. Have been here couple of times. We get good prasad and also a decent food to eat. Huge statue of the god and goddess !,5,POSITIVE
3254,Trip Advisor,RoamingNitin,8/13/16,Hare Krishna,"It's a good place to visit, very clean and well maintained. Also, visit the kitchen, if you could. Get to know how th...",5,POSITIVE
3464,Google + HK HILL,Suraj Umarye,8/13/16,NA,A great place to be in Bangalore. Clean and well maintained temple timings of the temple could be looked at,5,POSITIVE
3256,Trip Advisor,Anand S,8/14/16,Nice,A great place to be in Bangalore. Clean and well maintained temple timings of the temple could be looked at,5,POSITIVE
3257,Trip Advisor,Anand S,8/14/16,Nice,"Hare Rama Hare Rama Rama Rama Hare Hare Hare Krishna Hare Krishna Krishna Krishna Hare Hare It's very Awesome, Beauti...",5,POSITIVE
3466,Google + HK HILL,Harikiran Chelluri,8/14/16,NA,"I have been visiting ISKCON for a number of times in past 5 months. It is The Place for your weekends after having a hectic week from work. You find mental peace and a great ambiance with lots of devotees visiting the palace, yes I mean it when I say Palace, its none less than this.",5,POSITIVE
3255,Trip Advisor,JalanMukund,8/14/16,A divine peaceful place in Bangalore,"Temple rather unusual both outside and inside, but we were not particularly impressed by it. At the entrance of the Indians quietly passed, and foreign tourists stopped and asked to make a donation of 300 rupees, but you can ignore it. Just at the entrance it is necessary to leave the shoes, if you have large bags or backpacks and cameras (phones can carry). So all the best to leave valuables at home.",5,POSITIVE
3261,Trip Advisor,A TripAdvisor Member,8/15/16,The temple is not very much,I personally really didn't like my visit to the temple. They expect everyone to travel the entire display and sales area setup promoting their stuff. Please let our belief on Krishna or almighty away from your business,3,MIXED
3264,Trip Advisor,Amrit P,8/15/16,Commercilisation on God's Name,Lovely place,2,NEGATIVE
3470,Google + HK HILL,anil rathod,8/15/16,NA,Nice place...hare Krishna hare Rama....must visit place in Bangalore....,5,POSITIVE
3243,Facebook,Ashutosh Kumar,8/15/16,NA,Very nice temple. Well connected by metro and non ac bus. Need connectivity by ac buses too. Iskcon is well organised. There are people to collect footwear and keep it safely. The veiw from the top is amazing.,4,POSITIVE
3263,Trip Advisor,AVINASH K,8/15/16,Very nice feeling,"Although the temple is relatively new, it is still a beautiful place to visit. Although I am not a Hindu, I felt welcomed here. The main temple is beautifully decorated in solid gold. The floors are marble. Because it is a practicing place of worship, you have to take your shoes and socks off to enter. If you are not wearing long pants (for men) you rent a wrap to cover your legs.",5,POSITIVE
3262,Trip Advisor,DDay1959,8/15/16,Beautiful Temple,The temple which is ever seen in my life.too good which is in Bangalore.i went with my family and i enjoyed a lot.everyone have to visit this temple.simply suberb and awesome.,4,POSITIVE
3265,Trip Advisor,Hemachandr,8/15/16,Nice temple,Best Rejuvenating place to visit and have darshan of Lord Krishna . Located on a small hillock one has to walk up hav...,5,POSITIVE
3468,Google + HK HILL,kiran s,8/15/16,NA,"Awesome , very beautiful and piece full place.",5,POSITIVE
3469,Google + HK HILL,Krrish K,8/15/16,NA,Lord krishna my favourit god.my heart my soul krishna..krishna.,5,POSITIVE
3242,Facebook,Manjappa Manjappa,8/15/16,NA,Beautiful and Well Maintained... Parking is well organized... But didn't feel like a Temple... It was more like a Mall !!! The chanting in the speakers were a bit loud !!! N quite a costly God!!!,1,POSITIVE
3259,Trip Advisor,RamizHassan07,8/15/16,Apparently good,"One thing that strikes you, the moment you enter this temple is the enormity of the temple complex as well as the main temple size. You have to climb a lot of stairs to reach the main temple as well as pass through a couple of other smaller temples. The location of the temple is perfect. It is bang opposite the Sandal Soap factory and has become a landmark in itself. Close-by, you have the Orion Mall as well as the Sheraton Hotel. You have to pass through two security checks before you start the ascent to the temple. One at the entrance and the other after you deposit your bags and shoes. The entire system is very organized with volunteers and sevaks guiding you till you reach the top. The inner sanctum reverberates with the auspicious chants of ""Hare Krishna Hare Krishna, Krishna Krishna Hare Hare, Hare Rama Hare Rama, Rama Rama Hare"". Listening to this chant, makes you feel at peace with yourself. After taking darshan of the Lord, you have to pass through a long route which is lined with the activities of the ISKCON group viz Books, Akshay Patra details etc. They also have a mini-theater which was showing animated films with respect to Lord Krishna. After darshan, you get prasadam which is generally a rice-based hot khicdi. Keep in mind that you will be allowed entry only if you are dressed in proper clothing. No shorts/three-fourths allowed for gents. Overall, you may spend approximately one hour in the temple premises with delays only during peak times like evening aartis.",3,NEGATIVE
3258,Trip Advisor,Rohan P,8/15/16,Most organized ISKCON temple in India,Worship,4,POSITIVE
3467,Google + HK HILL,Sajeev Manikkoth,8/15/16,NA,"For people who love to appreciate architecture , like to search for their soul is the right place . But the think I strongly disliked campaigning Indian Lord in Tiffin Box , Pencil Box etc . If we have build a huge temple for lord then why in cloths , cricket bat . bedsheet etc . Felt like Krishna Mall .",5,POSITIVE
3260,Trip Advisor,sankhadip c,8/15/16,Great Place for your Soul except the last part,awesome,4,MIXED
3471,Google + HK HILL,Abhishek Taneja,8/16/16,NA,Peaceful place to visit and I like to spend time there. You can enjoy the metro as well nearby. Wonderfull expierience last time,5,POSITIVE
3266,Trip Advisor,ulagabala8760368684,8/16/16,Wonderfull place to visit in Bangalore,Hare Krishna. This Temple is very nice for worship.,5,POSITIVE
3472,Google + HK HILL,Deshant Kumar,8/17/16,NA,"A must watch temple in Bangalore in the city limits with good metro and bus connectivity, It is the best place for the people who love architecture the ceiling and the pillars are the must watch in the temple. A very peaceful place where u can have a quiet moment with yourself. Watching the aarti is such a pleasure that u almost start to dance along with the krisna bhaktas. The prasadams are something one should not miss. Also this is the main centre that is implementing Akshayapatra school meal scheme for students around Bangalore. Definitely worth the time, and it would be best to visit in the evening around aarti time when the temple is lit up with the lights.",5,POSITIVE
3267,Trip Advisor,SAI K,8/17/16,Memorable and must watch place in Bangalore,Realy pleasent environment. Very calm inside the temple. Radha krishna statue inside the temple was realy superb. Gives a good relief to stress.,5,POSITIVE
3268,Trip Advisor,VYSHAKH P,8/17/16,Blessed,"Alongiwth religious, spirituality, place offers a lot for people to come together. can spent half a day with family or friends",5,POSITIVE
3279,Trip Advisor,Remya N,8/18/16,Experience center,"It is one of the largest ISKCON temples in the world.The temple is a huge cultural complex that was inaugurated in 1997. There is a gold-plated dhwaja-stambha (56 ft) high and a gold plated kalash shikara (28 ft) high. There is free distribution of Sri Krishna prasadam to all visitors during the darshana hours.During my visit I got veg pongal as prasadam and stamp size photo of Lord krishna. ISKCON Bangalore has six shrines: 1.Radha-Krishna. 2.Krishna Balrama. 3.Nitai Gauranga (Chaitanya Mahaprabhu and Nityananda). 4.Venkateswara 5.Prahlada Narasimha. 6.Srila Prabhupada. The exit way after the Darshan from the main temple leads through a series of shops that offer books on Sri Krishna in all the possible Indian languages. Various shops which offer astonishing range of merchandise can also been seen giving away bags,pencils,compact discs,rings,cloths and many other things all having a mark or a photo of Sri Krishna.Apart from these things, there are various shops which provide eatables of large varieties including laddoo, cheese cake,samosa,milk shakes,pakoda,rice bath..... The overall view of these markets provide everything that a devotee visiting a temple would need. Temple is very well maintained. Must visit, multiple times. Had a great experience God bless Hare krishna hare krishna. ......",4,POSITIVE
3269,Trip Advisor,UNSAS,8/18/16,Holy place,Hare krishna....,5,POSITIVE
3473,Google + HK HILL,Ganesh Krishna Soordelu,8/19/16,NA,Iskon Temple Bangalore is must to see and very beautiful. For senior citizens you can avail temple provided facility i.e. auto facility for reaching temple and can use lift to reach main temple at 3rd floor,5,POSITIVE
